id,level,sector,filiere,degree
13522001M,Niveau 1,Transformation,Spécialités pluri-technologiques des transformations,Sciences et techniques industrielles : matériaux et management (MASTER CNAM)
13522004P,Niveau 1,Transformation,Spécialités pluri-technologiques des transformations,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DES MATERIAUX SPE MATERIAUX AVANCES ET MANAGEMENT (MASTER PARIS 11)"
13522201P,Niveau 1,Transformation,Transformations chimiques et apparentées (y compris industrie pharmaceutique),"Administration gestion entreprises : management international industries parfumerie, cosmétique, d'arômatique alimentaire (MASTER)"
13522205M,Niveau 1,Transformation,Transformations chimiques et apparentées (y compris industrie pharmaceutique),Sciences technologies santé : sciences chimiques spé industrie des parfums cosmétiques et aromes alimentaires (MASTER Versailles)
13522208P,Niveau 1,Transformation,Transformations chimiques et apparentées (y compris industrie pharmaceutique),"Sciences, technologies, santé : ingénierie pour la santé et le medicament spé pharmacie et cosmetologie industrielles, management de la qualité des organisations (MASTER Lyon 1)"
13522209M,Niveau 1,Transformation,Transformations chimiques et apparentées (y compris industrie pharmaceutique),"Sciences, technologies, santé : biologie-santé spé matieres premieres naturelles cosmétiques (MASTER Versailles)"
13522211R,Niveau 1,Transformation,Transformations chimiques et apparentées (y compris industrie pharmaceutique),"Sciences, technologies, santé : medicaments et autres produits de santé spé qualité et produits de santé (MASTER Paris 11)"
13522214W,Niveau 1,Transformation,Transformations chimiques et apparentées (y compris industrie pharmaceutique),"Sciences, technologies, santé : médicaments et autres produits de santé, spécialité marketing pharmaceutique (MASTER PARIS 11)"
13523002M,Niveau 1,"Génie civil, construction, bois","Spécialités pluri-technologiques, génie civile, construction, bois","Ville, territoire et environnement : génie urbain spé ingénierie de la maîtrise d'oeuvre (MASTER Marne la Vallée)"
13523003M,Niveau 1,"Génie civil, construction, bois","Spécialités pluri-technologiques, génie civile, construction, bois","Sciences de l'environnement du territoire et de l'environnement : ingénierie du développement durable, spécialité construction durable et éco-quartiers (MASTER Versailles)"
13523005M,Niveau 1,"Génie civil, construction, bois","Spécialités pluri-technologiques, génie civile, construction, bois","Sciences, technologies, santé : sciences pour l'ingénieur et environnement, spécialité bâtiment intelligent (MASTER )"
13525101M,Niveau 1,"Mécanique, électricité, électronique","Mécanique générale et de précision, usinage",Sciences et technologies : sciences pour l'ingénieur mécanique et ses couplages (MASTER Paris 10)
13525105M,Niveau 1,"Mécanique, électricité, électronique","Mécanique générale et de précision, usinage",Sciences et ingénierie : sciences pour l'ingénieur spé génie mécanique (MASTER Evry)
13525501M,Niveau 1,"Mécanique, électricité, électronique","Electricité, électronique (non compris automatismes, productique)","Sciences technologies santé, information systèmes et technologies spé génie et intégration des systèmes électriques de puissance (MASTER PRO)"
13525503N,Niveau 1,"Mécanique, électricité, électronique","Electricité, électronique (non compris automatismes, productique)",Sciences et technologies : systèmes informatiques et génie électrique spé génie électrique et informatique industrielle (MASTER Cergy)
13525504M,Niveau 1,"Mécanique, électricité, électronique","Electricité, électronique (non compris automatismes, productique)",Sciences et technologies : sciences pour l'ingénieur spé électronique embarquée et systèmes de communication (MASTER Paris 10)
13525505M,Niveau 1,"Mécanique, électricité, électronique","Electricité, électronique (non compris automatismes, productique)","Sciences et technologies, santé : sciences chimiques spé chimie physique des énergies décentralisées embarquées et renouvelables (MASTER PRO VSQ)"
13525506M,Niveau 1,"Mécanique, électricité, électronique","Electricité, électronique (non compris automatismes, productique)",Sciences et technologies : électronique et télécommunication spé technologies et techniques des télécommunications (MASTER PRO Marne la Vallée)
13525509M,Niveau 1,"Mécanique, électricité, électronique","Electricité, électronique (non compris automatismes, productique)","Sciences, technologies, santé : information, systèmes et technologie spé réseaux et télécoms (Master Paris 11)"
13530002N,Niveau 1,Spécialités plurivalentes des services,Spécialités plurivalentes des services,"Sciences des organisations (droit, économie, gestion, sciences sociales) : sociologie, science politique spé conseil et dynamiques de changement dans les organisations (MASTER Dauphine)"
13531003T,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Sciences technologies santé : informatique spé méthodes informatiques appliquées à la gestion des entreprises (MASTER Paris 11)
1353100KN,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"DROIT, ECONOMIE, GESTION : MARKETING ET VENTE SPE INGENIEUR D'AFFAIRES (MASTER PARIS 12)"
13531010P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Entreprises, services : ingénierie de l'information, de la décision et des connaissances spé management des projets qualité dans les organisations (MASTER Marne la Vallée)"
13531012N,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Sciences des organisations (droit, économie, gestion, sciences sociales) : management et organisation spé management international de projets et NTIC (MASTER Dauphine)"
13531013P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Sciences de gestion : sciences du management spé management de projets logistiques (MASTER Paris 2)
13531014P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Droit : droit public spé administration et gestion publiques (MASTER Paris 2)
13531015M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Gestion, management des organisations (m1 Paris 1)"
13531016M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Management qualité et conduite d'affaires (MASTER )
13531024M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Economie et gestion : management analyse et ingénierie économiques spé sciences du management (MASTER Cergy)
13531026M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Gestion - économie : sciences de gestion (master1 Paris 10)
13531027P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Sciences, technologie, santé : sciences de gestion spé gestion des entreprises et des organisations (MASTER Paris 13)"
13531028W,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Sciences économique et de gestion : sciences du management spé achats internationaux et distribution des biens et services (MASTER Evry)
13531029W,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Sciences économiques et de gestion : sciences du management spé stratégie, pilotage et contrôle dans l'entreprise (MASTER Evry)"
13531032M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Gestion : management et organisations spé e - management (MASTER Dauphine)
13531033M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Sciences des organisations (droit, économie, gestion, sciences sociales) : management et organisation (MASTER 1 Dauphine)"
13531037M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Sciences de gestion : management et conseil (MASTER PARIS XII)
13531038M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Sciences des organisations : économie de l'entreprise et des marchés, spécialité logistique : management et économie des réseaux (MASTER)"
13531039P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Droit, Economie, Gestion : Administration et Gestion des Entreprises Spé Gestion des Entreprises et Management des Organisations (MASTER Versailles)"
13531041M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Gestion : administration des entreprises (MASTER Paris i)
13531050M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Gestion, économie : sciences de gestion, spécialité management stratégique internationale (MASTER PARIS X)"
13531053P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Droit, Economie, Gestion : Management Spé Innovation, Design, Luxe (MASTER Marne La Vallée) "
13531054P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Entreprises services : management et ingénierie des services pour les organisations : patrimoines immobiliers (MASTER MARNE LA VALLEE)
13531055P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Droit, sciences de gestion, science politique : sciences du management, spécialité management et qualité globale (MASTER VERSAILLES)"
13531057P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Economie et gestion : sciences du management spé management stratégique et entrepreneuriat (MASTER Paris 2)
13531058P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Economie et gestion : sciences du management et gestion : management et nouvelles technologies (MASTER Paris 2)
